Gene	Cell
Psmb1	Micro_C1qc
Psmc3	Micro_C1qc
Ptch1	Micro_C1qc
Ptgfrn	Micro_C1qc
Ptma	Micro_C1qc
Pum2	Micro_C1qc
Purg	Micro_C1qc
R3hdm1	Micro_C1qc
R3hdm4	Micro_C1qc
Rab11fip2	Micro_C1qc
Rab18	Micro_C1qc
Rab1b	Micro_C1qc
Rab39	Micro_C1qc
Rab40c	Micro_C1qc
Rab5if	Micro_C1qc
Rab6b	Micro_C1qc
Rabif	Micro_C1qc
Rack1	Micro_C1qc
Rad23a	Micro_C1qc
Rad23b	Micro_C1qc
Ralgapb	Micro_C1qc
Rap2c	Micro_C1qc
Rbm8a	Micro_C1qc
Rce1	Micro_C1qc
Rcn2	Micro_C1qc
Rdh14	Micro_C1qc
Rell1	Micro_C1qc
Rer1	Micro_C1qc
Rev3l	Micro_C1qc
Rexo2	Micro_C1qc
Rfxap	Micro_C1qc
Rgs10	Micro_C1qc
Rgs7bp	Micro_C1qc
Ric8a	Micro_C1qc
Rnf126	Micro_C1qc
Rnf7	Micro_C1qc
Rnmt	Micro_C1qc
Rock1	Micro_C1qc
Rpa3	Micro_C1qc
Rpgr	Micro_C1qc
Rpl10	Micro_C1qc
Rpl12	Micro_C1qc
Rpl18a	Micro_C1qc
Rpl22	Micro_C1qc
Rpl27a	Micro_C1qc
Rpl30	Micro_C1qc
Rpl34	Micro_C1qc
Rpl36	Micro_C1qc
Rpl5	Micro_C1qc
Rpl7a	Micro_C1qc
Rpp21	Micro_C1qc
Rps11	Micro_C1qc
Rps13	Micro_C1qc
Rps15	Micro_C1qc
Rps19bp1	Micro_C1qc
Rps20	Micro_C1qc
Rps24	Micro_C1qc
Rps29	Micro_C1qc
Rtca	Micro_C1qc
Rtn1	Micro_C1qc
Rtn3	Micro_C1qc
Rtn4	Micro_C1qc
Rtraf	Micro_C1qc
Rufy2	Micro_C1qc
Rufy3	Micro_C1qc
Ruvbl1	Micro_C1qc
Rxylt1	Micro_C1qc
Sall2	Micro_C1qc
Samm50	Micro_C1qc
Sar1a	Micro_C1qc
Sar1b	Micro_C1qc
Saraf	Micro_C1qc
Scand1	Micro_C1qc
Scap	Micro_C1qc
Scp2	Micro_C1qc
Sde2	Micro_C1qc
Sdf2	Micro_C1qc
Sdhaf4	Micro_C1qc
Sec11c	Micro_C1qc
Sec61b	Micro_C1qc
Selenof	Micro_C1qc
Selenos	Micro_C1qc
Sem1	Micro_C1qc
Senp6	Micro_C1qc
Serinc3	Micro_C1qc
Setbp1	Micro_C1qc
Sf3b3	Micro_C1qc
Sgpl1	Micro_C1qc
Sh3rf1	Micro_C1qc
Siva1	Micro_C1qc
Slc12a2	Micro_C1qc
Slc13a3	Micro_C1qc
Slc25a3	Micro_C1qc
Slc25a40	Micro_C1qc
Slc4a7	Micro_C1qc
Smarcd1	Micro_C1qc
Smim26	Micro_C1qc
Smpd4	Micro_C1qc
Sms	Micro_C1qc
Snapc1	Micro_C1qc
Snrpb	Micro_C1qc
Snx16	Micro_C1qc
Snx18	Micro_C1qc
Sp2	Micro_C1qc
Spata5	Micro_C1qc
Spcs3	Micro_C1qc
Spryd7	Micro_C1qc
Sra1	Micro_C1qc
Sri	Micro_C1qc
Srp14	Micro_C1qc
Srp19	Micro_C1qc
Srp9	Micro_C1qc
Srpk1	Micro_C1qc
Srrm2	Micro_C1qc
Ssna1	Micro_C1qc
Stambpl1	Micro_C1qc
Stim2	Micro_C1qc
Stip1	Micro_C1qc
Stk25	Micro_C1qc
Stk4	Micro_C1qc
Strap	Micro_C1qc
Strbp	Micro_C1qc
Suclg1	Micro_C1qc
Sumo2	Micro_C1qc
Sun1	Micro_C1qc
Supt4a	Micro_C1qc
Taldo1	Micro_C1qc
Tango2	Micro_C1qc
Tbcb	Micro_C1qc
Tbcc	Micro_C1qc
Terf2ip	Micro_C1qc
Thap12	Micro_C1qc
Thoc3	Micro_C1qc
Timm17b	Micro_C1qc
Timm23	Micro_C1qc
Timm9	Micro_C1qc
Tm7sf3	Micro_C1qc
Tma7	Micro_C1qc
Tmed3	Micro_C1qc
Tmed7	Micro_C1qc
Tmem14c	Micro_C1qc
Tmem222	Micro_C1qc
Tmem258	Micro_C1qc
Tmem273	Micro_C1qc
Tmem33	Micro_C1qc
Tmem50a	Micro_C1qc
Tmod1	Micro_C1qc
Tmod3	Micro_C1qc
Tmx3	Micro_C1qc
Tnpo3	Micro_C1qc
Tnrc6b	Micro_C1qc
Tomm40	Micro_C1qc
Tprgl	Micro_C1qc
Tprkb	Micro_C1qc
Trappc1	Micro_C1qc
Trappc5	Micro_C1qc
Trdmt1	Micro_C1qc
Trmt1	Micro_C1qc
Tsga10	Micro_C1qc
Tsn	Micro_C1qc
Tspan5	Micro_C1qc
Tsr3	Micro_C1qc
Tssc4	Micro_C1qc
Tsta3	Micro_C1qc
Txndc17	Micro_C1qc
Txndc5	Micro_C1qc
Txnl1	Micro_C1qc
Txnl4a	Micro_C1qc
Ube2d3	Micro_C1qc
Ube2g2	Micro_C1qc
Ube2m	Micro_C1qc
Ube2o	Micro_C1qc
Ube3a	Micro_C1qc
Ubr5	Micro_C1qc
Ubr7	Micro_C1qc
Ubxn1	Micro_C1qc
Ubxn2a	Micro_C1qc
Ufc1	Micro_C1qc
Ufm1	Micro_C1qc
Ugcg	Micro_C1qc
Uggt1	Micro_C1qc
Uggt2	Micro_C1qc
Upf2	Micro_C1qc
Uqcc3	Micro_C1qc
Uqcrc2	Micro_C1qc
Vmp1	Micro_C1qc
Wasl	Micro_C1qc
Wdr61	Micro_C1qc
Wdr73	Micro_C1qc
Wdr78	Micro_C1qc
Wsb2	Micro_C1qc
Ybx1	Micro_C1qc
Yeats4	Micro_C1qc
Yipf3	Micro_C1qc
Ywhah	Micro_C1qc
Ywhaq	Micro_C1qc
Zbtb6	Micro_C1qc
Zc3h15	Micro_C1qc
Zcchc17	Micro_C1qc
Zdhhc16	Micro_C1qc
Zfp74	Micro_C1qc
Zfp771	Micro_C1qc
Zfpm1	Micro_C1qc
Zmym3	Micro_C1qc
Zswim7	Micro_C1qc
0610012G03Rik	Oligo_Mobp
1190007I07Rik	Oligo_Mobp
1810037I17Rik	Oligo_Mobp
2310039H08Rik	Oligo_Mobp
2610507B11Rik	Oligo_Mobp
4932438A13Rik	Oligo_Mobp
4933434E20Rik	Oligo_Mobp
9130401M01Rik	Oligo_Mobp
AI837181	Oligo_Mobp
Aamp	Oligo_Mobp
Abca5	Oligo_Mobp
Abhd16a	Oligo_Mobp
Abhd17a	Oligo_Mobp
Abhd2	Oligo_Mobp
Abhd6	Oligo_Mobp
Abi2	Oligo_Mobp
Acad10	Oligo_Mobp
Aco2	Oligo_Mobp
Acp2	Oligo_Mobp
Acsl3	Oligo_Mobp
Actb	Oligo_Mobp
Adamts4	Oligo_Mobp
Adar	Oligo_Mobp
Afg3l2	Oligo_Mobp
Agap3	Oligo_Mobp
Agfg2	Oligo_Mobp
Ak6	Oligo_Mobp
Akap1	Oligo_Mobp
Akap11	Oligo_Mobp
Alad	Oligo_Mobp
Alcam	Oligo_Mobp
Alg1	Oligo_Mobp
Amy1	Oligo_Mobp
Ankle2	Oligo_Mobp
Ankrd11	Oligo_Mobp
Ankrd12	Oligo_Mobp
Ankrd27	Oligo_Mobp
Ap2s1	Oligo_Mobp
Ap3b2	Oligo_Mobp
Ap4m1	Oligo_Mobp
Apex1	Oligo_Mobp
Aplp1	Oligo_Mobp
Apoe	Oligo_Mobp
Arf1	Oligo_Mobp
Arglu1	Oligo_Mobp
Arhgef3	Oligo_Mobp
Arhgef9	Oligo_Mobp
Arl3	Oligo_Mobp
Arl4a	Oligo_Mobp
Arl6ip1	Oligo_Mobp
Arpc4	Oligo_Mobp
Arpc5	Oligo_Mobp
Arpc5l	Oligo_Mobp
Arpp19	Oligo_Mobp
Asap1	Oligo_Mobp
Asap2	Oligo_Mobp
Ash1l	Oligo_Mobp
Asxl3	Oligo_Mobp
Atg101	Oligo_Mobp
Atg5	Oligo_Mobp
Atn1	Oligo_Mobp
Atp5b	Oligo_Mobp
Atp5c1	Oligo_Mobp
Atp6v0b	Oligo_Mobp
Atp6v1b2	Oligo_Mobp
Atp6v1f	Oligo_Mobp
B3gat2	Oligo_Mobp
B3gat3	Oligo_Mobp
B3glct	Oligo_Mobp
Banp	Oligo_Mobp
Bax	Oligo_Mobp
Bbs4	Oligo_Mobp
Bcl2l1	Oligo_Mobp
Bicc1	Oligo_Mobp
Bmpr2	Oligo_Mobp
Bod1	Oligo_Mobp
Bola1	Oligo_Mobp
Bola2	Oligo_Mobp
Brinp3	Oligo_Mobp
Btaf1	Oligo_Mobp
Btbd10	Oligo_Mobp
Btf3	Oligo_Mobp
C1qbp	Oligo_Mobp
Cacna1c	Oligo_Mobp
Cacybp	Oligo_Mobp
Cadm1	Oligo_Mobp
Cadm2	Oligo_Mobp
Canx	Oligo_Mobp
Capza2	Oligo_Mobp
Car2	Oligo_Mobp
Carmil3	Oligo_Mobp
Cbfb	Oligo_Mobp
Cbx5	Oligo_Mobp
Cbx8	Oligo_Mobp
Cby1	Oligo_Mobp
Ccdc124	Oligo_Mobp
Ccdc32	Oligo_Mobp
Ccser1	Oligo_Mobp
Cct2	Oligo_Mobp
Cct7	Oligo_Mobp
Cd9	Oligo_Mobp
Cdc42se2	Oligo_Mobp
Cdh2	Oligo_Mobp
Cdipt	Oligo_Mobp
Cdk14	Oligo_Mobp
Cep126	Oligo_Mobp
Chchd2	Oligo_Mobp
Chd4	Oligo_Mobp
Chmp1a	Oligo_Mobp
Chmp2a	Oligo_Mobp
Chmp5	Oligo_Mobp
Clcn4	Oligo_Mobp
Clip1	Oligo_Mobp
Clptm1	Oligo_Mobp
Clta	Oligo_Mobp
Cltb	Oligo_Mobp
Cluh	Oligo_Mobp
Cmas	Oligo_Mobp
Cmpk1	Oligo_Mobp
Cmss1	Oligo_Mobp
Cnp	Oligo_Mobp
Cntn2	Oligo_Mobp
Cobl	Oligo_Mobp
Col23a1	Oligo_Mobp
Comtd1	Oligo_Mobp
Coprs	Oligo_Mobp
Coq2	Oligo_Mobp
Cox18	Oligo_Mobp
Cox4i1	Oligo_Mobp
Cox6b1	Oligo_Mobp
Cox7b	Oligo_Mobp
Cox7c	Oligo_Mobp
Cox8a	Oligo_Mobp
Cpsf4	Oligo_Mobp
Creld2	Oligo_Mobp
Cryab	Oligo_Mobp
Csnk1g1	Oligo_Mobp
Csrp1	Oligo_Mobp
Ctnnb1	Oligo_Mobp
Ctsl	Oligo_Mobp
Ctsz	Oligo_Mobp
Cuedc2	Oligo_Mobp
Cul3	Oligo_Mobp
Cxcl12	Oligo_Mobp
Cyhr1	Oligo_Mobp
Dad1	Oligo_Mobp
Dapk3	Oligo_Mobp
Dazap2	Oligo_Mobp
Dcun1d4	Oligo_Mobp
Ddrgk1	Oligo_Mobp
Deaf1	Oligo_Mobp
Dennd6b	Oligo_Mobp
Denr	Oligo_Mobp
Dexi	Oligo_Mobp
Dgkz	Oligo_Mobp
Dhrs7	Oligo_Mobp
Dlg2	Oligo_Mobp
Dmac1	Oligo_Mobp
Dnaja1	Oligo_Mobp
Dnajb9	Oligo_Mobp
Dnajc10	Oligo_Mobp
Dnajc16	Oligo_Mobp
Dnajc5	Oligo_Mobp
Dnlz	Oligo_Mobp
Dock9	Oligo_Mobp
Dpm2	Oligo_Mobp
Dpp7	Oligo_Mobp
Dpyd	Oligo_Mobp
Drap1	Oligo_Mobp
Dtx3	Oligo_Mobp
Dtymk	Oligo_Mobp
Dynlt3	Oligo_Mobp
E130309D02Rik	Oligo_Mobp
Ebag9	Oligo_Mobp
Ebpl	Oligo_Mobp
Eef1a1	Oligo_Mobp
Efcab14	Oligo_Mobp
Ehmt2	Oligo_Mobp
Eif3f	Oligo_Mobp
Eif3h	Oligo_Mobp
Eif3k	Oligo_Mobp
Emc6	Oligo_Mobp
Eps8l1	Oligo_Mobp
Esd	Oligo_Mobp
Fabp5	Oligo_Mobp
Fads1	Oligo_Mobp
Fam104a	Oligo_Mobp
Fam120c	Oligo_Mobp
Fam131b	Oligo_Mobp
Fam133b	Oligo_Mobp
Fam171a1	Oligo_Mobp
Fam171b	Oligo_Mobp
Fam32a	Oligo_Mobp
Fam3a	Oligo_Mobp
Fam98b	Oligo_Mobp
Fam98c	Oligo_Mobp
Fastk	Oligo_Mobp
Fau	Oligo_Mobp
Fbxl19	Oligo_Mobp
Fbxl6	Oligo_Mobp
Fbxo31	Oligo_Mobp
Fbxo34	Oligo_Mobp
Fdx1	Oligo_Mobp
Fem1b	Oligo_Mobp
Fkrp	Oligo_Mobp
Flot2	Oligo_Mobp
Flywch1	Oligo_Mobp
Fry	Oligo_Mobp
Fscn1	Oligo_Mobp
Fth1	Oligo_Mobp
Fut11	Oligo_Mobp
G3bp2	Oligo_Mobp
G6pc3	Oligo_Mobp
Gabbr1	Oligo_Mobp
Gadd45gip1	Oligo_Mobp
Gars	Oligo_Mobp
Gas8	Oligo_Mobp
Gba2	Oligo_Mobp
Gde1	Oligo_Mobp
Gemin7	Oligo_Mobp
Gga1	Oligo_Mobp
Glmp	Oligo_Mobp
Glud1	Oligo_Mobp
Gm14295	Oligo_Mobp
Gm16286	Oligo_Mobp
Gm2a	Oligo_Mobp
Gm47283	Oligo_Mobp
Gmps	Oligo_Mobp
Gnas	Oligo_Mobp
Gnb1	Oligo_Mobp
Got2	Oligo_Mobp
Gpatch8	Oligo_Mobp
Gpr180	Oligo_Mobp
Gpr89	Oligo_Mobp
Gprasp1	Oligo_Mobp
Gps1	Oligo_Mobp
Gpx4	Oligo_Mobp
Grid2	Oligo_Mobp
Grik4	Oligo_Mobp
Grm7	Oligo_Mobp
Gstm5	Oligo_Mobp
Gtpbp6	Oligo_Mobp
Hacd3	Oligo_Mobp
Hcfc1r1	Oligo_Mobp
Hdac8	Oligo_Mobp
Hdac9	Oligo_Mobp
Hdgf	Oligo_Mobp
Hecw2	Oligo_Mobp
Higd2a	Oligo_Mobp
Hilpda	Oligo_Mobp
Hint1	Oligo_Mobp
Hivep3	Oligo_Mobp
Hsbp1	Oligo_Mobp
Hsdl1	Oligo_Mobp
Hsp90aa1	Oligo_Mobp
Hspd1	Oligo_Mobp
Hsph1	Oligo_Mobp
Ift27	Oligo_Mobp
Igsf8	Oligo_Mobp
Il33	Oligo_Mobp
Ing1	Oligo_Mobp
Insc	Oligo_Mobp
Insr	Oligo_Mobp
Iqsec1	Oligo_Mobp
Irak2	Oligo_Mobp
Ivns1abp	Oligo_Mobp
Jagn1	Oligo_Mobp
Jkamp	Oligo_Mobp
Josd1	Oligo_Mobp
Kcna2	Oligo_Mobp
Kctd16	Oligo_Mobp
Kctd17	Oligo_Mobp
Kctd6	Oligo_Mobp
Kifap3	Oligo_Mobp
Klhl26	Oligo_Mobp
Kmt2a	Oligo_Mobp
Lamtor5	Oligo_Mobp
Laptm4a	Oligo_Mobp
Larp1	Oligo_Mobp
Larp1b	Oligo_Mobp
Lclat1	Oligo_Mobp
Lemd2	Oligo_Mobp
Leng8	Oligo_Mobp
Lmtk2	Oligo_Mobp
Lpar1	Oligo_Mobp
Lrrc59	Oligo_Mobp
Madd	Oligo_Mobp
Maip1	Oligo_Mobp
Manea	Oligo_Mobp
Manf	Oligo_Mobp
Map2k1	Oligo_Mobp
Map7d2	Oligo_Mobp
Mapk8ip3	Oligo_Mobp
Mast4	Oligo_Mobp
Matn2	Oligo_Mobp
Mboat2	Oligo_Mobp
Mcts2	Oligo_Mobp
Mdn1	Oligo_Mobp
Me1	Oligo_Mobp
Meis2	Oligo_Mobp
Mia3	Oligo_Mobp
Minpp1	Oligo_Mobp
Mllt3	Oligo_Mobp
Mok	Oligo_Mobp
Morf4l1	Oligo_Mobp
Morn2	Oligo_Mobp
Mpp5	Oligo_Mobp
Mpv17l2	Oligo_Mobp
Mrfap1	Oligo_Mobp
Mrpl14	Oligo_Mobp
Mrpl28	Oligo_Mobp
Mrpl35	Oligo_Mobp
Mrpl41	Oligo_Mobp
Mrpl55	Oligo_Mobp
Mrps12	Oligo_Mobp
Mrps18c	Oligo_Mobp
Mrps23	Oligo_Mobp
Mrps26	Oligo_Mobp
Msantd4	Oligo_Mobp
Msra	Oligo_Mobp
Msrb3	Oligo_Mobp
Mtdh	Oligo_Mobp
Mthfd1l	Oligo_Mobp
Mturn	Oligo_Mobp
Mydgf	Oligo_Mobp
Myg1	Oligo_Mobp
Myl6	Oligo_Mobp
Myo1e	Oligo_Mobp
Mypop	Oligo_Mobp
Naaladl2	Oligo_Mobp
Nars	Oligo_Mobp
Ncald	Oligo_Mobp
Nceh1	Oligo_Mobp
Ndfip1	Oligo_Mobp
Ndfip2	Oligo_Mobp
Ndufa2	Oligo_Mobp
Ndufa7	Oligo_Mobp
Ndufb11	Oligo_Mobp
Ndufb3	Oligo_Mobp
Ndufb7	Oligo_Mobp
Ndufs2	Oligo_Mobp
Ndufs8	Oligo_Mobp
Ndufv2	Oligo_Mobp
Necap1	Oligo_Mobp
Nedd8	Oligo_Mobp
Negr1	Oligo_Mobp
Nelfe	Oligo_Mobp
Nkiras1	Oligo_Mobp
Nlk	Oligo_Mobp
Noa1	Oligo_Mobp
Noc2l	Oligo_Mobp
Nos1ap	Oligo_Mobp
Nrd1	Oligo_Mobp
Nsmce4a	Oligo_Mobp
Nt5c3	Oligo_Mobp
Nucks1	Oligo_Mobp
Nudt9	Oligo_Mobp
Numb	Oligo_Mobp
Oaz1	Oligo_Mobp
Ogfr	Oligo_Mobp
Ogt	Oligo_Mobp
Ola1	Oligo_Mobp
Opcml	Oligo_Mobp
Ostc	Oligo_Mobp
Otub1	Oligo_Mobp
Otub2	Oligo_Mobp
Pacrg	Oligo_Mobp
Pam	Oligo_Mobp
Paqr4	Oligo_Mobp
Pard3b	Oligo_Mobp
Parp6	Oligo_Mobp
Pbx1	Oligo_Mobp
Pbx2	Oligo_Mobp
Pcbp1	Oligo_Mobp
Pcbp4	Oligo_Mobp
Pclo	Oligo_Mobp
Pcsk1n	Oligo_Mobp
Pcyox1	Oligo_Mobp
Pdcd4	Oligo_Mobp
Pdcd5	Oligo_Mobp
Peg3	Oligo_Mobp
Pfdn5	Oligo_Mobp
Pgbd5	Oligo_Mobp
Pgls	Oligo_Mobp
Pgrmc2	Oligo_Mobp
Phactr1	Oligo_Mobp
Phgdh	Oligo_Mobp
Piga	Oligo_Mobp
Pigg	Oligo_Mobp
Pigs	Oligo_Mobp
Pigt	Oligo_Mobp
Pin4	Oligo_Mobp
Pip4p1	Oligo_Mobp
Pip5k1a	Oligo_Mobp
Pitpnc1	Oligo_Mobp
Pja1	Oligo_Mobp
Pja2	Oligo_Mobp
Pkm	Oligo_Mobp
Plag1	Oligo_Mobp
Plat	Oligo_Mobp
Plekhb2	Oligo_Mobp
Pllp	Oligo_Mobp
Plpp3	Oligo_Mobp
Plpp7	Oligo_Mobp
Pnrc1	Oligo_Mobp
Polr1d	Oligo_Mobp
Polr2c	Oligo_Mobp
Polr2e	Oligo_Mobp
Polr2i	Oligo_Mobp
Polr2k	Oligo_Mobp
Pop5	Oligo_Mobp
Por	Oligo_Mobp
Ppa2	Oligo_Mobp
Ppm1d	Oligo_Mobp
Ppm1k	Oligo_Mobp
Ppme1	Oligo_Mobp
Ppp1r14a	Oligo_Mobp
Ppp1r2	Oligo_Mobp
Ppp1r35	Oligo_Mobp
Ppp2r1a	Oligo_Mobp
Ppp2r5e	Oligo_Mobp
Ppp4r4	Oligo_Mobp
Prdx1	Oligo_Mobp
Prdx6	Oligo_Mobp
Prkaa2	Oligo_Mobp
Prkcb	Oligo_Mobp
Prmt1	Oligo_Mobp
Prrg2	Oligo_Mobp
Psen2	Oligo_Mobp
Psma3	Oligo_Mobp
Psmb3	Oligo_Mobp
Psmb6	Oligo_Mobp
Psmc2	Oligo_Mobp
Psmc3	Oligo_Mobp
Psmd3	Oligo_Mobp
Psmd8	Oligo_Mobp
Ptges3	Oligo_Mobp
Ptma	Oligo_Mobp
Ptov1	Oligo_Mobp
Ptpn12	Oligo_Mobp
Ptprf	Oligo_Mobp
Ptprk	Oligo_Mobp
Purb	Oligo_Mobp
Pxmp4	Oligo_Mobp
Rab1b	Oligo_Mobp
Rabac1	Oligo_Mobp
Rack1	Oligo_Mobp
Ralyl	Oligo_Mobp
Ranbp2	Oligo_Mobp
Rapgef1	Oligo_Mobp
Rapgef5	Oligo_Mobp
Rapgef6	Oligo_Mobp
Rasa2	Oligo_Mobp
Rasl11b	Oligo_Mobp
Rbm5	Oligo_Mobp
Reps2	Oligo_Mobp
Rer1	Oligo_Mobp
Retreg2	Oligo_Mobp
Rheb	Oligo_Mobp
Ric8a	Oligo_Mobp
Rimklb	Oligo_Mobp
Rnf11	Oligo_Mobp
Rnf126	Oligo_Mobp
Rnf145	Oligo_Mobp
Rnf208	Oligo_Mobp
Rnf219	Oligo_Mobp
Rnmt	Oligo_Mobp
Rnpep	Oligo_Mobp
Rnps1	Oligo_Mobp
Rora	Oligo_Mobp
Rpl14	Oligo_Mobp
Rpl18a	Oligo_Mobp
Rpl23	Oligo_Mobp
Rpl24	Oligo_Mobp
Rpl27a	Oligo_Mobp
Rpl28	Oligo_Mobp
Rpl30	Oligo_Mobp
Rpl36	Oligo_Mobp
Rpl36al	Oligo_Mobp
Rpl37a	Oligo_Mobp
Rpl38	Oligo_Mobp
Rpl39	Oligo_Mobp
Rpl4	Oligo_Mobp
Rplp0	Oligo_Mobp
Rpp14	Oligo_Mobp
Rps11	Oligo_Mobp
Rps12	Oligo_Mobp
Rps15	Oligo_Mobp
Rps16	Oligo_Mobp
Rps17	Oligo_Mobp
Rps2	Oligo_Mobp
Rps24	Oligo_Mobp
Rps25	Oligo_Mobp
Rps26	Oligo_Mobp
Rps28	Oligo_Mobp
Rps29	Oligo_Mobp
Rps3	Oligo_Mobp
Rps5	Oligo_Mobp
Rps8	Oligo_Mobp
Rps9	Oligo_Mobp
Rraga	Oligo_Mobp
Rsbn1	Oligo_Mobp
Rtn3	Oligo_Mobp
Rundc3b	Oligo_Mobp
Ruvbl1	Oligo_Mobp
Rybp	Oligo_Mobp
Sc5d	Oligo_Mobp
Scoc	Oligo_Mobp
Sdf2	Oligo_Mobp
Sdhaf1	Oligo_Mobp
Selenow	Oligo_Mobp
Serinc3	Oligo_Mobp
Serpinh1	Oligo_Mobp
Sesn3	Oligo_Mobp
Sestd1	Oligo_Mobp
Set	Oligo_Mobp
Sf3b1	Oligo_Mobp
Sf3b5	Oligo_Mobp
Sh3bgrl3	Oligo_Mobp
Sh3gl2	Oligo_Mobp
Sik2	Oligo_Mobp
Slc22a17	Oligo_Mobp
Slc23a2	Oligo_Mobp
Slc25a11	Oligo_Mobp
Slc25a25	Oligo_Mobp
Slc25a3	Oligo_Mobp
Slc25a39	Oligo_Mobp
Slc25a44	Oligo_Mobp
Slc39a3	Oligo_Mobp
Slc3a2	Oligo_Mobp
Slc41a1	Oligo_Mobp
Slc8a1	Oligo_Mobp
Slf1	Oligo_Mobp
Smdt1	Oligo_Mobp
Smim10l1	Oligo_Mobp
Smim14	Oligo_Mobp
Smim7	Oligo_Mobp
Snap91	Oligo_Mobp
Snf8	Oligo_Mobp
Snrnp27	Oligo_Mobp
Snta1	Oligo_Mobp
Snu13	Oligo_Mobp
Snx17	Oligo_Mobp
Sod2	Oligo_Mobp
Son	Oligo_Mobp
Sox12	Oligo_Mobp
Spats2l	Oligo_Mobp
Spcs1	Oligo_Mobp
Sptan1	Oligo_Mobp
Ssb	Oligo_Mobp
Ssbp2	Oligo_Mobp
Ssr3	Oligo_Mobp
St3gal1	Oligo_Mobp
St3gal4	Oligo_Mobp
St6galnac3	Oligo_Mobp
Stim2	Oligo_Mobp
Stmn4	Oligo_Mobp
Stub1	Oligo_Mobp
Stxbp5l	Oligo_Mobp
Stxbp6	Oligo_Mobp
Suclg1	Oligo_Mobp
Suds3	Oligo_Mobp
Sumo2	Oligo_Mobp
Syt11	Oligo_Mobp
Syvn1	Oligo_Mobp
Tab3	Oligo_Mobp
Tatdn2	Oligo_Mobp
Tctex1d2	Oligo_Mobp
Tecr	Oligo_Mobp
Tex261	Oligo_Mobp
Tex264	Oligo_Mobp
Tgoln1	Oligo_Mobp
Thoc7	Oligo_Mobp
Thyn1	Oligo_Mobp
Timp2	Oligo_Mobp
Tkt	Oligo_Mobp
Tln1	Oligo_Mobp
Tm9sf2	Oligo_Mobp
Tmed3	Oligo_Mobp
Tmem106b	Oligo_Mobp
Tmem109	Oligo_Mobp
Tmem135	Oligo_Mobp
Tmem14c	Oligo_Mobp
Tmem18	Oligo_Mobp
Tmem181a	Oligo_Mobp
Tmem184c	Oligo_Mobp
Tmem222	Oligo_Mobp
Tmem263	Oligo_Mobp
Tmem30a	Oligo_Mobp
Tmem50a	Oligo_Mobp
Tmem59	Oligo_Mobp
Tmtc2	Oligo_Mobp
Tmub2	Oligo_Mobp
Toe1	Oligo_Mobp
Tomm34	Oligo_Mobp
Top2b	Oligo_Mobp
Tpm3	Oligo_Mobp
Tpst2	Oligo_Mobp
Trim32	Oligo_Mobp
Trp53rkb	Oligo_Mobp
Trrap	Oligo_Mobp
Tsn	Oligo_Mobp
Tspan2	Oligo_Mobp
Tst	Oligo_Mobp
Ttc19	Oligo_Mobp
Ttl	Oligo_Mobp
Ttll5	Oligo_Mobp
Ttyh1	Oligo_Mobp
Tvp23a	Oligo_Mobp
Txndc15	Oligo_Mobp
Txnl1	Oligo_Mobp
Uba52	Oligo_Mobp
Ubac1	Oligo_Mobp
Ube2q1	Oligo_Mobp
Ube3a	Oligo_Mobp
Ufm1	Oligo_Mobp
Uhmk1	Oligo_Mobp
Uhrf1bp1l	Oligo_Mobp
Uqcrc1	Oligo_Mobp
Uqcrc2	Oligo_Mobp
Uqcrfs1	Oligo_Mobp
Usp46	Oligo_Mobp
Utp18	Oligo_Mobp
Uxs1	Oligo_Mobp
Vdac2	Oligo_Mobp
Vegfa	Oligo_Mobp
Vegfb	Oligo_Mobp
Vps18	Oligo_Mobp
Vti1a	Oligo_Mobp
Wdr18	Oligo_Mobp
Wdr35	Oligo_Mobp
Wdr83	Oligo_Mobp
Wnk3	Oligo_Mobp
Wwc2	Oligo_Mobp
Xbp1	Oligo_Mobp
Yaf2	Oligo_Mobp
Ybx3	Oligo_Mobp
Yeats4	Oligo_Mobp
Ywhaz	Oligo_Mobp
Zbtb4	Oligo_Mobp
Zbtb45	Oligo_Mobp
Zc3h15	Oligo_Mobp
Zcchc14	Oligo_Mobp
Zcchc7	Oligo_Mobp
Zcrb1	Oligo_Mobp
Zdhhc13	Oligo_Mobp
Zdhhc21	Oligo_Mobp
Zfp30	Oligo_Mobp
Zfp329	Oligo_Mobp
Zfp354a	Oligo_Mobp
Zfp382	Oligo_Mobp
Zfp804b	Oligo_Mobp
Zfpm2	Oligo_Mobp
Zfyve27	Oligo_Mobp
Zmat2	Oligo_Mobp
Zmiz2	Oligo_Mobp
Zmynd8	Oligo_Mobp
Znrd1	Oligo_Mobp
Zup1	Oligo_Mobp
Acsl3	Exc_L3_Ntng1
Ak5	Exc_L3_Ntng1
Aste1	Exc_L3_Ntng1
Atp6ap2	Exc_L3_Ntng1
Atp6v0c	Exc_L3_Ntng1
Atxn7l3b	Exc_L3_Ntng1
Brd9	Exc_L3_Ntng1
Cacna1c	Exc_L3_Ntng1
Cdh9	Exc_L3_Ntng1
Clstn2	Exc_L3_Ntng1
Cntn4	Exc_L3_Ntng1
Col6a1	Exc_L3_Ntng1
Cox6c	Exc_L3_Ntng1
Cox7a2	Exc_L3_Ntng1
Cox8a	Exc_L3_Ntng1
Ctnna3	Exc_L3_Ntng1
Emc7	Exc_L3_Ntng1
Epha10	Exc_L3_Ntng1
