Gene	Cell
Epha6	Exc_L3_Ntng1
Fgfr2	Exc_L3_Ntng1
Foxp2	Exc_L3_Ntng1
Fxyd6	Exc_L3_Ntng1
Gm47283	Exc_L3_Ntng1
Gnas	Exc_L3_Ntng1
Grm3	Exc_L3_Ntng1
Gtf2h5	Exc_L3_Ntng1
Homer1	Exc_L3_Ntng1
Hsp90aa1	Exc_L3_Ntng1
Kansl1l	Exc_L3_Ntng1
Kcnab1	Exc_L3_Ntng1
Kcnh1	Exc_L3_Ntng1
Kcnk1	Exc_L3_Ntng1
Kctd16	Exc_L3_Ntng1
Lrrc4c	Exc_L3_Ntng1
Luzp2	Exc_L3_Ntng1
Lypd1	Exc_L3_Ntng1
Lyst	Exc_L3_Ntng1
Mast4	Exc_L3_Ntng1
Mgat4c	Exc_L3_Ntng1
Mrfap1	Exc_L3_Ntng1
Nckap5	Exc_L3_Ntng1
Ncl	Exc_L3_Ntng1
Ndufa8	Exc_L3_Ntng1
Ndufab1	Exc_L3_Ntng1
Ndufs5	Exc_L3_Ntng1
Nefl	Exc_L3_Ntng1
Nell1	Exc_L3_Ntng1
Olfm1	Exc_L3_Ntng1
Park7	Exc_L3_Ntng1
Pbx3	Exc_L3_Ntng1
Pcdh9	Exc_L3_Ntng1
Pisd	Exc_L3_Ntng1
Prkg1	Exc_L3_Ntng1
Psmb6	Exc_L3_Ntng1
Ptn	Exc_L3_Ntng1
Ptpre	Exc_L3_Ntng1
Ptprk	Exc_L3_Ntng1
Ptprn	Exc_L3_Ntng1
Ptprz1	Exc_L3_Ntng1
Rab3a	Exc_L3_Ntng1
Rasgef1b	Exc_L3_Ntng1
Rbm24	Exc_L3_Ntng1
Rgs11	Exc_L3_Ntng1
Rpl11	Exc_L3_Ntng1
Rpl34	Exc_L3_Ntng1
Rps24	Exc_L3_Ntng1
Rps9	Exc_L3_Ntng1
Serinc1	Exc_L3_Ntng1
Shisa9	Exc_L3_Ntng1
Slc1a2	Exc_L3_Ntng1
Slc25a42	Exc_L3_Ntng1
Slc44a5	Exc_L3_Ntng1
Sorcs3	Exc_L3_Ntng1
Spcs2	Exc_L3_Ntng1
St6galnac5	Exc_L3_Ntng1
Syn3	Exc_L3_Ntng1
Syt7	Exc_L3_Ntng1
Thra	Exc_L3_Ntng1
Tiam1	Exc_L3_Ntng1
Trpm3	Exc_L3_Ntng1
Unc5d	Exc_L3_Ntng1
Vgf	Exc_L3_Ntng1
Zfp385b	Exc_L3_Ntng1
Zfp804a	Exc_L3_Ntng1
Zfp804b	Exc_L3_Ntng1
0610012G03Rik	OPC_Vcan
1810037I17Rik	OPC_Vcan
Acvr1b	OPC_Vcan
Adgra1	OPC_Vcan
Adgrl1	OPC_Vcan
Ago2	OPC_Vcan
Alas1	OPC_Vcan
Ano8	OPC_Vcan
Apod	OPC_Vcan
Apoe	OPC_Vcan
Arf1	OPC_Vcan
Arl1	OPC_Vcan
Arl4c	OPC_Vcan
Armc8	OPC_Vcan
Armh4	OPC_Vcan
Arpc4	OPC_Vcan
Arpp19	OPC_Vcan
Atf6b	OPC_Vcan
Atg101	OPC_Vcan
Atp13a3	OPC_Vcan
Atp5a1	OPC_Vcan
Atp5j2	OPC_Vcan
Atp5mpl	OPC_Vcan
Atp6v1e1	OPC_Vcan
Atxn2	OPC_Vcan
Atxn7l3b	OPC_Vcan
B2m	OPC_Vcan
B3galt2	OPC_Vcan
Basp1	OPC_Vcan
Bcap31	OPC_Vcan
Bet1l	OPC_Vcan
Bex1	OPC_Vcan
Bptf	OPC_Vcan
Brd4	OPC_Vcan
C1qb	OPC_Vcan
C1qc	OPC_Vcan
Cacna1h	OPC_Vcan
Cadm3	OPC_Vcan
Cadps2	OPC_Vcan
Calr	OPC_Vcan
Camk1d	OPC_Vcan
Camk2n2	OPC_Vcan
Cap2	OPC_Vcan
Caprin1	OPC_Vcan
Car11	OPC_Vcan
Cbarp	OPC_Vcan
Ccdc30	OPC_Vcan
Ccdc47	OPC_Vcan
Ccnl2	OPC_Vcan
Cct7	OPC_Vcan
Cdh12	OPC_Vcan
Cdipt	OPC_Vcan
Celf2	OPC_Vcan
Celf3	OPC_Vcan
Celf4	OPC_Vcan
Cep85l	OPC_Vcan
Chp1	OPC_Vcan
Cited2	OPC_Vcan
Clptm1l	OPC_Vcan
Clta	OPC_Vcan
Clu	OPC_Vcan
Cnih1	OPC_Vcan
Cntn3	OPC_Vcan
Cntnap4	OPC_Vcan
Comtd1	OPC_Vcan
Cox6c	OPC_Vcan
Cox8a	OPC_Vcan
Cpe	OPC_Vcan
Cpeb2	OPC_Vcan
Cpsf6	OPC_Vcan
Crebzf	OPC_Vcan
Creld1	OPC_Vcan
Crocc	OPC_Vcan
Ctbp2	OPC_Vcan
Ctsb	OPC_Vcan
Ctsd	OPC_Vcan
Ctsl	OPC_Vcan
Ctsz	OPC_Vcan
Cttnbp2	OPC_Vcan
Ctxn1	OPC_Vcan
Cwf19l2	OPC_Vcan
Cxcl14	OPC_Vcan
Cyb561d2	OPC_Vcan
Cyc1	OPC_Vcan
Cyth2	OPC_Vcan
Daglb	OPC_Vcan
Dbi	OPC_Vcan
Denr	OPC_Vcan
Dgcr2	OPC_Vcan
Dgcr6	OPC_Vcan
Dnajc16	OPC_Vcan
Dnajc30	OPC_Vcan
Dpf3	OPC_Vcan
Dpp10	OPC_Vcan
Edf1	OPC_Vcan
Eid1	OPC_Vcan
Eif4a2	OPC_Vcan
Eloc	OPC_Vcan
Ewsr1	OPC_Vcan
Exoc6b	OPC_Vcan
Extl2	OPC_Vcan
Eya1	OPC_Vcan
Fabp7	OPC_Vcan
Fam135b	OPC_Vcan
Fam171b	OPC_Vcan
Fam98c	OPC_Vcan
Fermt2	OPC_Vcan
Flrt3	OPC_Vcan
Frmpd4	OPC_Vcan
Fstl4	OPC_Vcan
Ftl1	OPC_Vcan
Fuca2	OPC_Vcan
Gabarapl2	OPC_Vcan
Gabbr2	OPC_Vcan
Gabra4	OPC_Vcan
Galc	OPC_Vcan
Gbf1	OPC_Vcan
Gcc2	OPC_Vcan
Gfm2	OPC_Vcan
Gfra2	OPC_Vcan
Gm1673	OPC_Vcan
Gmpr	OPC_Vcan
Gnas	OPC_Vcan
Gne	OPC_Vcan
Gng3	OPC_Vcan
Gpr34	OPC_Vcan
Gpr37l1	OPC_Vcan
Gria1	OPC_Vcan
Grina	OPC_Vcan
Gsk3b	OPC_Vcan
Hectd1	OPC_Vcan
Hecw1	OPC_Vcan
Herc6	OPC_Vcan
Hint1	OPC_Vcan
Hmgn1	OPC_Vcan
Homer1	OPC_Vcan
Hsp90b1	OPC_Vcan
Hspe1	OPC_Vcan
Id2	OPC_Vcan
Ier3	OPC_Vcan
Il18	OPC_Vcan
Inpp4b	OPC_Vcan
Insig2	OPC_Vcan
Irak1bp1	OPC_Vcan
Itpr1	OPC_Vcan
Jpt1	OPC_Vcan
Kalrn	OPC_Vcan
Kansl1l	OPC_Vcan
Kcnh7	OPC_Vcan
Kcnj6	OPC_Vcan
Kcnk1	OPC_Vcan
Kctd16	OPC_Vcan
Khdrbs3	OPC_Vcan
Kif1a	OPC_Vcan
Kifap3	OPC_Vcan
Kit	OPC_Vcan
Klf13	OPC_Vcan
Klf6	OPC_Vcan
Klhdc10	OPC_Vcan
Klhl29	OPC_Vcan
Lars2	OPC_Vcan
Leprotl1	OPC_Vcan
Lgmn	OPC_Vcan
Lingo2	OPC_Vcan
Lrp4	OPC_Vcan
Lrrc4b	OPC_Vcan
Lrrtm2	OPC_Vcan
Lypd1	OPC_Vcan
Marcks	OPC_Vcan
Mef2c	OPC_Vcan
Megf11	OPC_Vcan
Mettl15	OPC_Vcan
Mfsd4a	OPC_Vcan
Mgat2	OPC_Vcan
Mgat4c	OPC_Vcan
Mllt11	OPC_Vcan
Mmp17	OPC_Vcan
Mogs	OPC_Vcan
Mosmo	OPC_Vcan
Mpc2	OPC_Vcan
Mrpl43	OPC_Vcan
Mrtfb	OPC_Vcan
Msi2	OPC_Vcan
Mt1	OPC_Vcan
Myrip	OPC_Vcan
Nbr1	OPC_Vcan
Nceh1	OPC_Vcan
Ncoa5	OPC_Vcan
Ndufa1	OPC_Vcan
Ndufa13	OPC_Vcan
Ndufa6	OPC_Vcan
Ndufa7	OPC_Vcan
Ndufaf3	OPC_Vcan
Ndufaf7	OPC_Vcan
Ndufb2	OPC_Vcan
Ndufs2	OPC_Vcan
Nedd8	OPC_Vcan
Neu4	OPC_Vcan
Nfat5	OPC_Vcan
Nme7	OPC_Vcan
Npdc1	OPC_Vcan
Nr2c2	OPC_Vcan
Nr2f1	OPC_Vcan
Ntmt1	OPC_Vcan
Ntng1	OPC_Vcan
Nudc	OPC_Vcan
Nudt19	OPC_Vcan
Numbl	OPC_Vcan
Nyap2	OPC_Vcan
Oaz1	OPC_Vcan
Ociad1	OPC_Vcan
Odf2l	OPC_Vcan
Ogfrl1	OPC_Vcan
Ola1	OPC_Vcan
Olig1	OPC_Vcan
Olig2	OPC_Vcan
Ormdl3	OPC_Vcan
Osbpl1a	OPC_Vcan
Palmd	OPC_Vcan
Pard6a	OPC_Vcan
Park7	OPC_Vcan
Pcbp1	OPC_Vcan
Pcsk1n	OPC_Vcan
Pcsk2	OPC_Vcan
Pcsk5	OPC_Vcan
Pdcd7	OPC_Vcan
Pde1a	OPC_Vcan
Pex5l	OPC_Vcan
Phf20l1	OPC_Vcan
Phf6	OPC_Vcan
Phka1	OPC_Vcan
Phtf2	OPC_Vcan
Pitpnb	OPC_Vcan
Pkig	OPC_Vcan
Plat	OPC_Vcan
Plekhm3	OPC_Vcan
Plppr2	OPC_Vcan
Polr1d	OPC_Vcan
Polr2g	OPC_Vcan
Pom121	OPC_Vcan
Pomt2	OPC_Vcan
Pou6f2	OPC_Vcan
Ppa1	OPC_Vcan
Ppargc1b	OPC_Vcan
Ppig	OPC_Vcan
Ppp1ca	OPC_Vcan
Ppp1r11	OPC_Vcan
Prkar1a	OPC_Vcan
Psap	OPC_Vcan
Psma5	OPC_Vcan
Psmb5	OPC_Vcan
Psmc3	OPC_Vcan
Psmc4	OPC_Vcan
Ptpdc1	OPC_Vcan
Ptpn12	OPC_Vcan
Purb	OPC_Vcan
Rack1	OPC_Vcan
Rad51b	OPC_Vcan
Ranbp2	OPC_Vcan
Rapgef5	OPC_Vcan
Rb1	OPC_Vcan
Rbck1	OPC_Vcan
Rbm3	OPC_Vcan
Rbms1	OPC_Vcan
Reep5	OPC_Vcan
Rell1	OPC_Vcan
Retreg2	OPC_Vcan
Rev1	OPC_Vcan
Ripor1	OPC_Vcan
Rnf216	OPC_Vcan
Rnf7	OPC_Vcan
Rock1	OPC_Vcan
Rogdi	OPC_Vcan
Rpl10	OPC_Vcan
Rpl13	OPC_Vcan
Rpl18a	OPC_Vcan
Rpl22l1	OPC_Vcan
Rpl27a	OPC_Vcan
Rpl30	OPC_Vcan
Rpl36a	OPC_Vcan
Rpl36al	OPC_Vcan
Rpl37a	OPC_Vcan
Rpl4	OPC_Vcan
Rpl41	OPC_Vcan
Rpn1	OPC_Vcan
Rps18	OPC_Vcan
Rps20	OPC_Vcan
Rps26	OPC_Vcan
Rps27	OPC_Vcan
Rps28	OPC_Vcan
Rps29	OPC_Vcan
Rps6	OPC_Vcan
Rps9	OPC_Vcan
Rrp1	OPC_Vcan
Rtn1	OPC_Vcan
Rundc3a	OPC_Vcan
Rxrb	OPC_Vcan
Ryr2	OPC_Vcan
Ryr3	OPC_Vcan
Scg3	OPC_Vcan
Sdcbp	OPC_Vcan
Sdhaf1	OPC_Vcan
Sdhb	OPC_Vcan
Sdk2	OPC_Vcan
Sec61b	OPC_Vcan
Sec62	OPC_Vcan
Selenom	OPC_Vcan
Selenow	OPC_Vcan
Sema3a	OPC_Vcan
Serinc3	OPC_Vcan
Sesn1	OPC_Vcan
Sez6	OPC_Vcan
Shank1	OPC_Vcan
Slc16a1	OPC_Vcan
Slc16a7	OPC_Vcan
Slc1a2	OPC_Vcan
Slc24a2	OPC_Vcan
Slc35e4	OPC_Vcan
Slc3a2	OPC_Vcan
Slc4a10	OPC_Vcan
Slc7a8	OPC_Vcan
Slc8a2	OPC_Vcan
Slc9a7	OPC_Vcan
Smim7	OPC_Vcan
Snap25	OPC_Vcan
Snca	OPC_Vcan
Sod2	OPC_Vcan
Spag1	OPC_Vcan
Spcs3	OPC_Vcan
Spock1	OPC_Vcan
Srpr	OPC_Vcan
Srsf2	OPC_Vcan
St6gal2	OPC_Vcan
Stat1	OPC_Vcan
Stoml1	OPC_Vcan
Strbp	OPC_Vcan
Sugt1	OPC_Vcan
Swi5	OPC_Vcan
Syf2	OPC_Vcan
Syngr1	OPC_Vcan
Sys1	OPC_Vcan
Tacc1	OPC_Vcan
Taf6l	OPC_Vcan
Tagln3	OPC_Vcan
Tbl1xr1	OPC_Vcan
Tceal9	OPC_Vcan
Tcf25	OPC_Vcan
Tecr	OPC_Vcan
Tesk1	OPC_Vcan
Tex264	OPC_Vcan
Timm13	OPC_Vcan
Tm2d2	OPC_Vcan
Tm6sf1	OPC_Vcan
Tmed7	OPC_Vcan
Tmeff1	OPC_Vcan
Tmem132b	OPC_Vcan
Tmem14c	OPC_Vcan
Tmem191c	OPC_Vcan
Tmem243	OPC_Vcan
Tmem259	OPC_Vcan
Tmem30a	OPC_Vcan
Tmem38a	OPC_Vcan
Tmem63b	OPC_Vcan
Tmem70	OPC_Vcan
Tor2a	OPC_Vcan
Tpm1	OPC_Vcan
Tprgl	OPC_Vcan
Trpc5	OPC_Vcan
Tsnax	OPC_Vcan
Tspan13	OPC_Vcan
Ttc3	OPC_Vcan
Tuba1a	OPC_Vcan
Ubb	OPC_Vcan
Ube2d1	OPC_Vcan
Ube2ql1	OPC_Vcan
Ubqln2	OPC_Vcan
Ubxn4	OPC_Vcan
Ugcg	OPC_Vcan
Unc50	OPC_Vcan
Vamp2	OPC_Vcan
Vegfb	OPC_Vcan
Vps8	OPC_Vcan
Vsnl1	OPC_Vcan
Wbp2	OPC_Vcan
Wdr83os	OPC_Vcan
Whamm	OPC_Vcan
Wscd1	OPC_Vcan
Xiap	OPC_Vcan
Ypel3	OPC_Vcan
Ywhab	OPC_Vcan
Ywhag	OPC_Vcan
Ywhaz	OPC_Vcan
Zbtb7a	OPC_Vcan
Zcchc18	OPC_Vcan
Zdhhc8	OPC_Vcan
Zfp428	OPC_Vcan
Zfp532	OPC_Vcan
Zfp654	OPC_Vcan
Zfp804b	OPC_Vcan
Zkscan2	OPC_Vcan
Zmat2	OPC_Vcan
Znhit6	OPC_Vcan
Zranb2	OPC_Vcan
0610010F05Rik	Exc_L6_Fezf2
1110008P14Rik	Exc_L6_Fezf2
1810037I17Rik	Exc_L6_Fezf2
Abi3bp	Exc_L6_Fezf2
Adcy3	Exc_L6_Fezf2
Afg3l2	Exc_L6_Fezf2
Ap1s1	Exc_L6_Fezf2
Apoe	Exc_L6_Fezf2
Armc8	Exc_L6_Fezf2
Atf6	Exc_L6_Fezf2
Atp2c1	Exc_L6_Fezf2
Atp5g3	Exc_L6_Fezf2
Atp5h	Exc_L6_Fezf2
Atp6v0e2	Exc_L6_Fezf2
Atxn2l	Exc_L6_Fezf2
Bbs5	Exc_L6_Fezf2
Boc	Exc_L6_Fezf2
Bsg	Exc_L6_Fezf2
Btbd8	Exc_L6_Fezf2
Bzw2	Exc_L6_Fezf2
Capza1	Exc_L6_Fezf2
Cbl	Exc_L6_Fezf2
Ccn3	Exc_L6_Fezf2
Cend1	Exc_L6_Fezf2
Cfl1	Exc_L6_Fezf2
Cmss1	Exc_L6_Fezf2
Cox5a	Exc_L6_Fezf2
Cox6c	Exc_L6_Fezf2
Cox8a	Exc_L6_Fezf2
Cpsf6	Exc_L6_Fezf2
Creb1	Exc_L6_Fezf2
Ctnna3	Exc_L6_Fezf2
Dazap1	Exc_L6_Fezf2
Dctn3	Exc_L6_Fezf2
Dnajb9	Exc_L6_Fezf2
Edil3	Exc_L6_Fezf2
Egfl7	Exc_L6_Fezf2
Eif5	Exc_L6_Fezf2
Elp2	Exc_L6_Fezf2
Emc4	Exc_L6_Fezf2
Enc1	Exc_L6_Fezf2
Epha6	Exc_L6_Fezf2
Exd2	Exc_L6_Fezf2
Faim2	Exc_L6_Fezf2
Fau	Exc_L6_Fezf2
Fkbp2	Exc_L6_Fezf2
Fth1	Exc_L6_Fezf2
Glp2r	Exc_L6_Fezf2
Gm47283	Exc_L6_Fezf2
Gpc5	Exc_L6_Fezf2
Gpn1	Exc_L6_Fezf2
Grn	Exc_L6_Fezf2
Hsp90ab1	Exc_L6_Fezf2
Hspa8	Exc_L6_Fezf2
Hspe1	Exc_L6_Fezf2
Ice1	Exc_L6_Fezf2
Inf2	Exc_L6_Fezf2
Ints6l	Exc_L6_Fezf2
Kctd2	Exc_L6_Fezf2
Krtcap2	Exc_L6_Fezf2
Lypd1	Exc_L6_Fezf2
Mfn2	Exc_L6_Fezf2
Myl12b	Exc_L6_Fezf2
Ncoa1	Exc_L6_Fezf2
Ndst3	Exc_L6_Fezf2
Ndufa13	Exc_L6_Fezf2
Ndufa8	Exc_L6_Fezf2
Ndufb10	Exc_L6_Fezf2
Ndufb11	Exc_L6_Fezf2
Ndufb5	Exc_L6_Fezf2
Ndufb6	Exc_L6_Fezf2
Ndufb9	Exc_L6_Fezf2
Ndufs7	Exc_L6_Fezf2
Ndufv2	Exc_L6_Fezf2
Nfix	Exc_L6_Fezf2
Nipa1	Exc_L6_Fezf2
Nptxr	Exc_L6_Fezf2
Ntrk3	Exc_L6_Fezf2
Pdia6	Exc_L6_Fezf2
Pdxp	Exc_L6_Fezf2
Pebp1	Exc_L6_Fezf2
Pet100	Exc_L6_Fezf2
Pgam1	Exc_L6_Fezf2
Phax	Exc_L6_Fezf2
Pisd	Exc_L6_Fezf2
Plp1	Exc_L6_Fezf2
Pom121	Exc_L6_Fezf2
Psip1	Exc_L6_Fezf2
Psmb4	Exc_L6_Fezf2
Psmb6	Exc_L6_Fezf2
Pstk	Exc_L6_Fezf2
Ptms	Exc_L6_Fezf2
Ptn	Exc_L6_Fezf2
Rab11fip2	Exc_L6_Fezf2
Ramp1	Exc_L6_Fezf2
Rcor3	Exc_L6_Fezf2
Rer1	Exc_L6_Fezf2
Ric1	Exc_L6_Fezf2
Romo1	Exc_L6_Fezf2
Rorb	Exc_L6_Fezf2
Rpl13	Exc_L6_Fezf2
Rpl19	Exc_L6_Fezf2
Rpl26	Exc_L6_Fezf2
Rpl27	Exc_L6_Fezf2
Rpl28	Exc_L6_Fezf2
Rpl29	Exc_L6_Fezf2
Rpl32	Exc_L6_Fezf2
Rpl34	Exc_L6_Fezf2
Rpl35	Exc_L6_Fezf2
Rpl37	Exc_L6_Fezf2
Rpl38	Exc_L6_Fezf2
Rpl7	Exc_L6_Fezf2
Rpl8	Exc_L6_Fezf2
Rpl9	Exc_L6_Fezf2
Rplp2	Exc_L6_Fezf2
Rps11	Exc_L6_Fezf2
Rps14	Exc_L6_Fezf2
Rps16	Exc_L6_Fezf2
Rps2	Exc_L6_Fezf2
Rps24	Exc_L6_Fezf2
Rps3a1	Exc_L6_Fezf2
Rpsa	Exc_L6_Fezf2
Saraf	Exc_L6_Fezf2
Sars	Exc_L6_Fezf2
Satb1	Exc_L6_Fezf2
Serbp1	Exc_L6_Fezf2
Serf2	Exc_L6_Fezf2
Sf3b2	Exc_L6_Fezf2
Sfxn3	Exc_L6_Fezf2
Sgk3	Exc_L6_Fezf2
Slitrk4	Exc_L6_Fezf2
Slx4ip	Exc_L6_Fezf2
Snap47	Exc_L6_Fezf2
Srsf2	Exc_L6_Fezf2
Stmn1	Exc_L6_Fezf2
Supt5	Exc_L6_Fezf2
Syngr1	Exc_L6_Fezf2
Synj2bp	Exc_L6_Fezf2
Tcerg1l	Exc_L6_Fezf2
Thra	Exc_L6_Fezf2
Tpt1	Exc_L6_Fezf2
Trim23	Exc_L6_Fezf2
Tuba4a	Exc_L6_Fezf2
Tubb2a	Exc_L6_Fezf2
Tubb5	Exc_L6_Fezf2
Ubc	Exc_L6_Fezf2
Uchl1	Exc_L6_Fezf2
Uqcc2	Exc_L6_Fezf2
Vdac1	Exc_L6_Fezf2
Vgf	Exc_L6_Fezf2
Vps35	Exc_L6_Fezf2
Ywhah	Exc_L6_Fezf2
Zbtb38	Exc_L6_Fezf2
Zbtb44	Exc_L6_Fezf2
Zcchc17	Exc_L6_Fezf2
Zdhhc21	Exc_L6_Fezf2
Zwint	Exc_L6_Fezf2
9330182L06Rik	Inh_Pvalb
Actb	Inh_Pvalb
Actr1b	Inh_Pvalb
Alcam	Inh_Pvalb
Ankra2	Inh_Pvalb
Arhgef2	Inh_Pvalb
Armc8	Inh_Pvalb
Asic2	Inh_Pvalb
Atp2b1	Inh_Pvalb
Atrnl1	Inh_Pvalb
Auts2	Inh_Pvalb
Basp1	Inh_Pvalb
Bex2	Inh_Pvalb
Bicc1	Inh_Pvalb
Bsg	Inh_Pvalb
C2cd2l	Inh_Pvalb
C2cd5	Inh_Pvalb
Cadm1	Inh_Pvalb
Cadm2	Inh_Pvalb
Caln1	Inh_Pvalb
Car10	Inh_Pvalb
Catspere2	Inh_Pvalb
Cd81	Inh_Pvalb
Cdh10	Inh_Pvalb
Cdh20	Inh_Pvalb
Cdh7	Inh_Pvalb
Cfl1	Inh_Pvalb
Chrm3	Inh_Pvalb
Cit	Inh_Pvalb
Clstn2	Inh_Pvalb
Cnot6l	Inh_Pvalb
Cnpy2	Inh_Pvalb
Cntn3	Inh_Pvalb
Cntn4	Inh_Pvalb
Cntn5	Inh_Pvalb
Cntn6	Inh_Pvalb
Col6a1	Inh_Pvalb
Cpne5	Inh_Pvalb
Ctnna2	Inh_Pvalb
Ctnna3	Inh_Pvalb
Cux2	Inh_Pvalb
Dad1	Inh_Pvalb
Dcc	Inh_Pvalb
Dgkb	Inh_Pvalb
Dhrs7	Inh_Pvalb
Dock4	Inh_Pvalb
Dpy19l1	Inh_Pvalb
Dpysl5	Inh_Pvalb
Efna5	Inh_Pvalb
Eif3i	Inh_Pvalb
Enox1	Inh_Pvalb
Erbb4	Inh_Pvalb
Ercc5	Inh_Pvalb
Eya4	Inh_Pvalb
Fau	Inh_Pvalb
Fbn1	Inh_Pvalb
Fgf1	Inh_Pvalb
Fgfr2	Inh_Pvalb
Fhl2	Inh_Pvalb
Fjx1	Inh_Pvalb
Fstl4	Inh_Pvalb
Gm19410	Inh_Pvalb
Gria1	Inh_Pvalb
Gria4	Inh_Pvalb
Grik2	Inh_Pvalb
Grin2a	Inh_Pvalb
Grip1	Inh_Pvalb
Hras	Inh_Pvalb
Hsp90aa1	Inh_Pvalb
Hsp90ab1	Inh_Pvalb
Htr2c	Inh_Pvalb
Iars	Inh_Pvalb
Il1rap	Inh_Pvalb
Itgav	Inh_Pvalb
Itpr1	Inh_Pvalb
Junb	Inh_Pvalb
Kcnq5	Inh_Pvalb
Kcns3	Inh_Pvalb
Kdm3b	Inh_Pvalb
Kirrel3	Inh_Pvalb
Kitl	Inh_Pvalb
Lars2	Inh_Pvalb
Lmo7	Inh_Pvalb
Lrrc4c	Inh_Pvalb
Luzp2	Inh_Pvalb
Magi1	Inh_Pvalb
Man2a1	Inh_Pvalb
Mef2c	Inh_Pvalb
Mif	Inh_Pvalb
Moxd1	Inh_Pvalb
Mpdz	Inh_Pvalb
Mrap2	Inh_Pvalb
Mt3	Inh_Pvalb
Myo1b	Inh_Pvalb
Myof	Inh_Pvalb
Napepld	Inh_Pvalb
Nat14	Inh_Pvalb
Ncald	Inh_Pvalb
Ncan	Inh_Pvalb
Ndst3	Inh_Pvalb
Ndufa4	Inh_Pvalb
Nell2	Inh_Pvalb
Nkain2	Inh_Pvalb
Nlgn1	Inh_Pvalb
Nme1	Inh_Pvalb
Nnat	Inh_Pvalb
Nrg1	Inh_Pvalb
Nrg3	Inh_Pvalb
Ntng1	Inh_Pvalb
Nxph1	Inh_Pvalb
Nxph2	Inh_Pvalb
Pak1	Inh_Pvalb
Parm1	Inh_Pvalb
Pgm2l1	Inh_Pvalb
Pla2g7	Inh_Pvalb
Pmm1	Inh_Pvalb
Pnmal1	Inh_Pvalb
Pomp	Inh_Pvalb
Prr16	Inh_Pvalb
Psmb6	Inh_Pvalb
Qser1	Inh_Pvalb
Rabac1	Inh_Pvalb
Ralyl	Inh_Pvalb
Rapgef1	Inh_Pvalb
Rasgrf2	Inh_Pvalb
Rbp4	Inh_Pvalb
Reln	Inh_Pvalb
Rgcc	Inh_Pvalb
Rora	Inh_Pvalb
Rph3a	Inh_Pvalb
Rpl18	Inh_Pvalb
Rpl4	Inh_Pvalb
Rpl7	Inh_Pvalb
Rpl9	Inh_Pvalb
Rplp2	Inh_Pvalb
Rpsa	Inh_Pvalb
Rsrp1	Inh_Pvalb
Rtn1	Inh_Pvalb
Runx2	Inh_Pvalb
Ryr2	Inh_Pvalb
Sdhaf1	Inh_Pvalb
Sema5a	Inh_Pvalb
Serinc1	Inh_Pvalb
Sgcz	Inh_Pvalb
Sirpa	Inh_Pvalb
Slc24a2	Inh_Pvalb
Slit3	Inh_Pvalb
Slitrk5	Inh_Pvalb
Smpd1	Inh_Pvalb
Sncaip	Inh_Pvalb
Sntg1	Inh_Pvalb
Socs7	Inh_Pvalb
Sphkap	Inh_Pvalb
Srsf2	Inh_Pvalb
Sst	Inh_Pvalb
St6gal2	Inh_Pvalb
St6galnac5	Inh_Pvalb
Stxbp6	Inh_Pvalb
Sub1	Inh_Pvalb
Sulf2	Inh_Pvalb
Sun1	Inh_Pvalb
Syncrip	Inh_Pvalb
Tac1	Inh_Pvalb
Tenm3	Inh_Pvalb
Thra	Inh_Pvalb
Tm2d2	Inh_Pvalb
Tmeff2	Inh_Pvalb
Tmem14a	Inh_Pvalb
Tmem50a	Inh_Pvalb
Trhde	Inh_Pvalb
Trps1	Inh_Pvalb
Tubb3	Inh_Pvalb
Uqcc2	Inh_Pvalb
Vdac2	Inh_Pvalb
Vegfa	Inh_Pvalb
Vwc2	Inh_Pvalb
Ywhah	Inh_Pvalb
Zeb1	Inh_Pvalb
Zfp804a	Inh_Pvalb
Zfp804b	Inh_Pvalb
Zmat4	Inh_Pvalb
9330182L06Rik	Inh_Sst
Aff2	Inh_Sst
Atp2b1	Inh_Sst
Atp2b4	Inh_Sst
Atp6v0c	Inh_Sst
BC005537	Inh_Sst
Btaf1	Inh_Sst
C1galt1c1	Inh_Sst
Calm3	Inh_Sst
Cars	Inh_Sst
Ccndbp1	Inh_Sst
Cdc5l	Inh_Sst
Chgb	Inh_Sst
Ckb	Inh_Sst
Clcn4	Inh_Sst
Clu	Inh_Sst
Cmss1	Inh_Sst
Cnr1	Inh_Sst
Col19a1	Inh_Sst
Cox5b	Inh_Sst
Dcx	Inh_Sst
Dock7	Inh_Sst
Ecsit	Inh_Sst
Etfdh	Inh_Sst
Fjx1	Inh_Sst
Fmn1	Inh_Sst
Fth1	Inh_Sst
Fxyd7	Inh_Sst
Gabrg3	Inh_Sst
Gm1043	Inh_Sst
Gm47283	Inh_Sst
Guk1	Inh_Sst
H3f3b	Inh_Sst
Hjurp	Inh_Sst
Hsp90aa1	Inh_Sst
Hsp90ab1	Inh_Sst
Hspa5	Inh_Sst
Ints9	Inh_Sst
Junb	Inh_Sst
Kcnf1	Inh_Sst
Lars2	Inh_Sst
Lhfpl3	Inh_Sst
Lmo4	Inh_Sst
Lnpk	Inh_Sst
Map3k4	Inh_Sst
Micu2	Inh_Sst
Mif	Inh_Sst
Mindy2	Inh_Sst
Mt3	Inh_Sst
Naa20	Inh_Sst
Ncan	Inh_Sst
Ncapd3	Inh_Sst
Nck2	Inh_Sst
Ndufa4	Inh_Sst
Ndufb8	Inh_Sst
