Gene	Cell
RNF7	Micro_C1qc
RNMT	Micro_C1qc
ROCK1	Micro_C1qc
RPA3	Micro_C1qc
RPGR	Micro_C1qc
RPL12	Micro_C1qc
RPL18A	Micro_C1qc
RPL22	Micro_C1qc
RPL27A	Micro_C1qc
RPL30	Micro_C1qc
RPL34	Micro_C1qc
RPP21	Micro_C1qc
RPS11	Micro_C1qc
RPS13	Micro_C1qc
RPS15	Micro_C1qc
RPS19BP1	Micro_C1qc
RPS20	Micro_C1qc
RPS24	Micro_C1qc
RPS29	Micro_C1qc
RTCA	Micro_C1qc
RTN1	Micro_C1qc
RTN3	Micro_C1qc
RTN4	Micro_C1qc
RTRAF	Micro_C1qc
RUFY2	Micro_C1qc
RUFY3	Micro_C1qc
RUVBL1	Micro_C1qc
RXYLT1	Micro_C1qc
SALL2	Micro_C1qc
SAMM50	Micro_C1qc
SAR1A	Micro_C1qc
SAR1B	Micro_C1qc
SARAF	Micro_C1qc
SCAND1	Micro_C1qc
SCAP	Micro_C1qc
SCP2	Micro_C1qc
SDE2	Micro_C1qc
SDF2	Micro_C1qc
SDHAF4	Micro_C1qc
SEC11C	Micro_C1qc
SELENOF	Micro_C1qc
SELENOS	Micro_C1qc
SEM1	Micro_C1qc
SENP6	Micro_C1qc
SERINC3	Micro_C1qc
SETBP1	Micro_C1qc
SF3B3	Micro_C1qc
SGPL1	Micro_C1qc
SH3RF1	Micro_C1qc
SIVA1	Micro_C1qc
SLC12A2	Micro_C1qc
SLC13A3	Micro_C1qc
SLC25A3	Micro_C1qc
SLC25A40	Micro_C1qc
SLC4A7	Micro_C1qc
SMARCD1	Micro_C1qc
SMIM26	Micro_C1qc
SMPD4	Micro_C1qc
SMS	Micro_C1qc
SNAPC1	Micro_C1qc
SNRPB	Micro_C1qc
SNX16	Micro_C1qc
SNX18	Micro_C1qc
SP2	Micro_C1qc
SPATA5	Micro_C1qc
SPRYD7	Micro_C1qc
SRA1	Micro_C1qc
SRI	Micro_C1qc
SRP14	Micro_C1qc
SRP19	Micro_C1qc
SRP9	Micro_C1qc
SRPK1	Micro_C1qc
SRRM2	Micro_C1qc
SSNA1	Micro_C1qc
STAMBPL1	Micro_C1qc
STIM2	Micro_C1qc
STIP1	Micro_C1qc
STK25	Micro_C1qc
STK4	Micro_C1qc
STRAP	Micro_C1qc
STRBP	Micro_C1qc
SUCLG1	Micro_C1qc
SUN1	Micro_C1qc
SUPT4H1	Micro_C1qc
TALDO1	Micro_C1qc
TANGO2	Micro_C1qc
TBCB	Micro_C1qc
TBCC	Micro_C1qc
TERF2IP	Micro_C1qc
THOC3	Micro_C1qc
TIMM17B	Micro_C1qc
TIMM23	Micro_C1qc
TIMM9	Micro_C1qc
TM7SF3	Micro_C1qc
TMA7	Micro_C1qc
TMED3	Micro_C1qc
TMED7	Micro_C1qc
TMED7-TICAM2	Micro_C1qc
TMEM14C	Micro_C1qc
TMEM222	Micro_C1qc
TMEM258	Micro_C1qc
TMEM273	Micro_C1qc
TMEM33	Micro_C1qc
TMEM50A	Micro_C1qc
TMOD1	Micro_C1qc
TMOD3	Micro_C1qc
TMX3	Micro_C1qc
TNPO3	Micro_C1qc
TNRC6B	Micro_C1qc
TOMM40	Micro_C1qc
TPRG1L	Micro_C1qc
TPRKB	Micro_C1qc
TRAPPC1	Micro_C1qc
TRAPPC5	Micro_C1qc
TRDMT1	Micro_C1qc
TRMT1	Micro_C1qc
TSGA10	Micro_C1qc
TSN	Micro_C1qc
TSPAN5	Micro_C1qc
TSR3	Micro_C1qc
TSSC4	Micro_C1qc
TXNDC17	Micro_C1qc
TXNDC5	Micro_C1qc
TXNL1	Micro_C1qc
TXNL4A	Micro_C1qc
UBE2G2	Micro_C1qc
UBE2M	Micro_C1qc
UBE2O	Micro_C1qc
UBE3A	Micro_C1qc
UBR5	Micro_C1qc
UBR7	Micro_C1qc
UBXN1	Micro_C1qc
UBXN2A	Micro_C1qc
UFC1	Micro_C1qc
UFM1	Micro_C1qc
UGCG	Micro_C1qc
UGGT1	Micro_C1qc
UGGT2	Micro_C1qc
UPF2	Micro_C1qc
UQCC3	Micro_C1qc
UQCRC2	Micro_C1qc
VMP1	Micro_C1qc
WASL	Micro_C1qc
WDR61	Micro_C1qc
WDR73	Micro_C1qc
WSB2	Micro_C1qc
YBX1	Micro_C1qc
YEATS4	Micro_C1qc
YIPF3	Micro_C1qc
YWHAH	Micro_C1qc
YWHAQ	Micro_C1qc
ZBTB6	Micro_C1qc
ZC3H15	Micro_C1qc
ZCCHC17	Micro_C1qc
ZDHHC16	Micro_C1qc
ZNF569	Micro_C1qc
ZNF771	Micro_C1qc
ZFPM1	Micro_C1qc
ZMYM3	Micro_C1qc
ZSWIM7	Micro_C1qc
NCBP2AS2	Oligo_Mobp
C4orf3	Oligo_Mobp
C6orf226	Oligo_Mobp
KIAA0100	Oligo_Mobp
KIAA1109	Oligo_Mobp
C1orf43	Oligo_Mobp
C8orf76	Oligo_Mobp
ZHX1-C8orf76	Oligo_Mobp
AAMP	Oligo_Mobp
ABCA5	Oligo_Mobp
ABHD16A	Oligo_Mobp
ABHD17A	Oligo_Mobp
ABHD2	Oligo_Mobp
ABHD6	Oligo_Mobp
ABI2	Oligo_Mobp
ACAD10	Oligo_Mobp
ACO2	Oligo_Mobp
ACP2	Oligo_Mobp
ACSL3	Oligo_Mobp
ACTB	Oligo_Mobp
ADAMTS4	Oligo_Mobp
ADAR	Oligo_Mobp
AFG3L2	Oligo_Mobp
AGAP3	Oligo_Mobp
AGFG2	Oligo_Mobp
C11orf68	Oligo_Mobp
TAF9	Oligo_Mobp
AKAP1	Oligo_Mobp
AKAP11	Oligo_Mobp
ALAD	Oligo_Mobp
ALCAM	Oligo_Mobp
ALG1L2	Oligo_Mobp
ALG1	Oligo_Mobp
ANKLE2	Oligo_Mobp
ANKRD11	Oligo_Mobp
ANKRD12	Oligo_Mobp
ANKRD27	Oligo_Mobp
AP2S1	Oligo_Mobp
AP3B2	Oligo_Mobp
AP4M1	Oligo_Mobp
APEX1	Oligo_Mobp
APLP1	Oligo_Mobp
APOE	Oligo_Mobp
ARF1	Oligo_Mobp
ARGLU1	Oligo_Mobp
ARHGEF3	Oligo_Mobp
ARHGEF9	Oligo_Mobp
ARL3	Oligo_Mobp
ARL4A	Oligo_Mobp
ARL6IP1	Oligo_Mobp
ARPC4	Oligo_Mobp
ARPC5	Oligo_Mobp
ARPC5L	Oligo_Mobp
ARPP19	Oligo_Mobp
ASAP1	Oligo_Mobp
ASAP2	Oligo_Mobp
ASH1L	Oligo_Mobp
ASXL3	Oligo_Mobp
ATG101	Oligo_Mobp
ATG5	Oligo_Mobp
ATN1	Oligo_Mobp
ATP5F1B	Oligo_Mobp
ATP5F1C	Oligo_Mobp
ATP6V0B	Oligo_Mobp
ATP6V1B2	Oligo_Mobp
ATP6V1F	Oligo_Mobp
B3GAT2	Oligo_Mobp
B3GAT3	Oligo_Mobp
B3GLCT	Oligo_Mobp
BANP	Oligo_Mobp
BAX	Oligo_Mobp
BBS4	Oligo_Mobp
BCL2L1	Oligo_Mobp
BICC1	Oligo_Mobp
BMPR2	Oligo_Mobp
BOD1	Oligo_Mobp
BOD1L2	Oligo_Mobp
BOLA1	Oligo_Mobp
BOLA2	Oligo_Mobp
BOLA2B	Oligo_Mobp
BRINP3	Oligo_Mobp
BTAF1	Oligo_Mobp
BTBD10	Oligo_Mobp
BTF3	Oligo_Mobp
C1QBP	Oligo_Mobp
CACNA1C	Oligo_Mobp
CACYBP	Oligo_Mobp
CADM1	Oligo_Mobp
CADM2	Oligo_Mobp
CANX	Oligo_Mobp
CAPZA2	Oligo_Mobp
CA2	Oligo_Mobp
CARMIL3	Oligo_Mobp
CBFB	Oligo_Mobp
CBX5	Oligo_Mobp
CBX8	Oligo_Mobp
CBY1	Oligo_Mobp
CCDC124	Oligo_Mobp
CCDC32	Oligo_Mobp
CCSER1	Oligo_Mobp
CCT2	Oligo_Mobp
CCT7	Oligo_Mobp
CD9	Oligo_Mobp
CDC42SE2	Oligo_Mobp
CDH2	Oligo_Mobp
CDIPT	Oligo_Mobp
CDK14	Oligo_Mobp
CEP126	Oligo_Mobp
CHCHD2	Oligo_Mobp
CHD4	Oligo_Mobp
CHMP1A	Oligo_Mobp
CHMP2A	Oligo_Mobp
CHMP5	Oligo_Mobp
CLCN4	Oligo_Mobp
CLIP1	Oligo_Mobp
CLPTM1	Oligo_Mobp
CLTA	Oligo_Mobp
CLTB	Oligo_Mobp
CLUH	Oligo_Mobp
CMAS	Oligo_Mobp
CMPK1	Oligo_Mobp
CMSS1	Oligo_Mobp
CNP	Oligo_Mobp
CNTN2	Oligo_Mobp
COBL	Oligo_Mobp
COL23A1	Oligo_Mobp
COMTD1	Oligo_Mobp
COPRS	Oligo_Mobp
COQ2	Oligo_Mobp
COX18	Oligo_Mobp
COX4I1	Oligo_Mobp
COX6B1	Oligo_Mobp
COX7C	Oligo_Mobp
COX8A	Oligo_Mobp
CPSF4	Oligo_Mobp
CRELD2	Oligo_Mobp
CRYAB	Oligo_Mobp
CSNK1G1	Oligo_Mobp
CSRP1	Oligo_Mobp
CTNNB1	Oligo_Mobp
CTSZ	Oligo_Mobp
CUEDC2	Oligo_Mobp
CUL3	Oligo_Mobp
CXCL12	Oligo_Mobp
CYHR1	Oligo_Mobp
DAD1	Oligo_Mobp
DAPK3	Oligo_Mobp
DAZAP2	Oligo_Mobp
DCUN1D4	Oligo_Mobp
DDRGK1	Oligo_Mobp
DEAF1	Oligo_Mobp
DENND6B	Oligo_Mobp
DENR	Oligo_Mobp
DEXI	Oligo_Mobp
DGKZ	Oligo_Mobp
DHRS7	Oligo_Mobp
DLG2	Oligo_Mobp
DMAC1	Oligo_Mobp
DNAJB9	Oligo_Mobp
DNAJC10	Oligo_Mobp
DNAJC16	Oligo_Mobp
DNAJC5	Oligo_Mobp
DNLZ	Oligo_Mobp
DOCK9	Oligo_Mobp
DPM2	Oligo_Mobp
DPP7	Oligo_Mobp
DPYD	Oligo_Mobp
DRAP1	Oligo_Mobp
DTX3	Oligo_Mobp
DTYMK	Oligo_Mobp
DYNLT3	Oligo_Mobp
C7orf26	Oligo_Mobp
EBAG9	Oligo_Mobp
EBPL	Oligo_Mobp
EEF1A1	Oligo_Mobp
EFCAB14	Oligo_Mobp
EHMT2	Oligo_Mobp
EIF3F	Oligo_Mobp
EIF3H	Oligo_Mobp
EIF3K	Oligo_Mobp
EMC6	Oligo_Mobp
EPS8L1	Oligo_Mobp
ESD	Oligo_Mobp
FABP5	Oligo_Mobp
FADS1	Oligo_Mobp
FAM104B	Oligo_Mobp
FAM120C	Oligo_Mobp
FAM131B	Oligo_Mobp
FAM133B	Oligo_Mobp
FAM171A1	Oligo_Mobp
FAM171B	Oligo_Mobp
FAM32A	Oligo_Mobp
FAM3A	Oligo_Mobp
FAM98B	Oligo_Mobp
FAM98C	Oligo_Mobp
FASTK	Oligo_Mobp
FAU	Oligo_Mobp
FBXL19	Oligo_Mobp
FBXL6	Oligo_Mobp
FBXO31	Oligo_Mobp
FBXO34	Oligo_Mobp
FDX1	Oligo_Mobp
FEM1B	Oligo_Mobp
FKRP	Oligo_Mobp
FLOT2	Oligo_Mobp
FLYWCH1	Oligo_Mobp
FRY	Oligo_Mobp
FSCN1	Oligo_Mobp
FTH1	Oligo_Mobp
FUT11	Oligo_Mobp
G3BP2	Oligo_Mobp
G6PC3	Oligo_Mobp
GABBR1	Oligo_Mobp
GADD45GIP1	Oligo_Mobp
GARS1	Oligo_Mobp
GAS8	Oligo_Mobp
GBA2	Oligo_Mobp
GDE1	Oligo_Mobp
GEMIN7	Oligo_Mobp
GGA1	Oligo_Mobp
GLMP	Oligo_Mobp
GLUD2	Oligo_Mobp
GLUD1	Oligo_Mobp
GM2A	Oligo_Mobp
GMPS	Oligo_Mobp
GNAS	Oligo_Mobp
GNB1	Oligo_Mobp
GOT2	Oligo_Mobp
GPATCH8	Oligo_Mobp
GPR180	Oligo_Mobp
GPR89B	Oligo_Mobp
GPR89A	Oligo_Mobp
GPRASP1	Oligo_Mobp
GPS1	Oligo_Mobp
GPX4	Oligo_Mobp
GRID2	Oligo_Mobp
GRIK4	Oligo_Mobp
GRM7	Oligo_Mobp
GSTM3	Oligo_Mobp
GTPBP6	Oligo_Mobp
HACD3	Oligo_Mobp
HCFC1R1	Oligo_Mobp
HDAC8	Oligo_Mobp
HDAC9	Oligo_Mobp
HDGF	Oligo_Mobp
HECW2	Oligo_Mobp
HIGD2A	Oligo_Mobp
HIGD2B	Oligo_Mobp
HILPDA	Oligo_Mobp
HINT1	Oligo_Mobp
HIVEP3	Oligo_Mobp
HSBP1	Oligo_Mobp
HSDL1	Oligo_Mobp
HSP90AA1	Oligo_Mobp
HSPH1	Oligo_Mobp
IFT27	Oligo_Mobp
IGSF8	Oligo_Mobp
IL33	Oligo_Mobp
ING1	Oligo_Mobp
INSC	Oligo_Mobp
INSR	Oligo_Mobp
IQSEC1	Oligo_Mobp
IRAK2	Oligo_Mobp
IVNS1ABP	Oligo_Mobp
JAGN1	Oligo_Mobp
JKAMP	Oligo_Mobp
JOSD1	Oligo_Mobp
KCNA2	Oligo_Mobp
KCTD16	Oligo_Mobp
KCTD17	Oligo_Mobp
KCTD6	Oligo_Mobp
KIFAP3	Oligo_Mobp
KLHL26	Oligo_Mobp
KMT2A	Oligo_Mobp
LAMTOR5	Oligo_Mobp
LAPTM4A	Oligo_Mobp
LARP1	Oligo_Mobp
LARP1B	Oligo_Mobp
LCLAT1	Oligo_Mobp
LEMD2	Oligo_Mobp
LENG8	Oligo_Mobp
LMTK2	Oligo_Mobp
LPAR1	Oligo_Mobp
LRRC59	Oligo_Mobp
MADD	Oligo_Mobp
MAIP1	Oligo_Mobp
MANEA	Oligo_Mobp
MANF	Oligo_Mobp
MAP2K1	Oligo_Mobp
MAP7D2	Oligo_Mobp
MAPK8IP3	Oligo_Mobp
MAST4	Oligo_Mobp
MATN2	Oligo_Mobp
MBOAT2	Oligo_Mobp
MDN1	Oligo_Mobp
ME1	Oligo_Mobp
MEIS2	Oligo_Mobp
MIA3	Oligo_Mobp
MINPP1	Oligo_Mobp
MLLT3	Oligo_Mobp
MOK	Oligo_Mobp
MORF4L1	Oligo_Mobp
MORN2	Oligo_Mobp
MPV17L2	Oligo_Mobp
MRFAP1	Oligo_Mobp
MRFAP1L1	Oligo_Mobp
MRPL14	Oligo_Mobp
MRPL28	Oligo_Mobp
MRPL35	Oligo_Mobp
MRPL41	Oligo_Mobp
MRPL55	Oligo_Mobp
MRPS12	Oligo_Mobp
MRPS18C	Oligo_Mobp
MRPS23	Oligo_Mobp
MRPS26	Oligo_Mobp
MSANTD4	Oligo_Mobp
MSRA	Oligo_Mobp
MSRB3	Oligo_Mobp
MTDH	Oligo_Mobp
MTHFD1L	Oligo_Mobp
MTURN	Oligo_Mobp
MYDGF	Oligo_Mobp
MYG1	Oligo_Mobp
MYL6	Oligo_Mobp
MYO1E	Oligo_Mobp
MYPOP	Oligo_Mobp
NAALADL2	Oligo_Mobp
NARS1	Oligo_Mobp
NCALD	Oligo_Mobp
NCEH1	Oligo_Mobp
NDFIP1	Oligo_Mobp
NDFIP2	Oligo_Mobp
NDUFA2	Oligo_Mobp
NDUFA7	Oligo_Mobp
NDUFB11	Oligo_Mobp
NDUFB3	Oligo_Mobp
NDUFB7	Oligo_Mobp
NDUFS2	Oligo_Mobp
NDUFS8	Oligo_Mobp
NDUFV2	Oligo_Mobp
NECAP1	Oligo_Mobp
NEDD8	Oligo_Mobp
NEGR1	Oligo_Mobp
NELFE	Oligo_Mobp
NKIRAS1	Oligo_Mobp
NLK	Oligo_Mobp
NOA1	Oligo_Mobp
NOC2L	Oligo_Mobp
NOS1AP	Oligo_Mobp
NRDC	Oligo_Mobp
NSMCE4A	Oligo_Mobp
NT5C3A	Oligo_Mobp
NUCKS1	Oligo_Mobp
NUDT9	Oligo_Mobp
NUMB	Oligo_Mobp
OAZ1	Oligo_Mobp
OGFR	Oligo_Mobp
OGT	Oligo_Mobp
OLA1	Oligo_Mobp
OPCML	Oligo_Mobp
OSTC	Oligo_Mobp
OTUB1	Oligo_Mobp
OTUB2	Oligo_Mobp
PACRG	Oligo_Mobp
PAM	Oligo_Mobp
PAQR4	Oligo_Mobp
PARD3B	Oligo_Mobp
PARP6	Oligo_Mobp
PBX1	Oligo_Mobp
PBX2	Oligo_Mobp
PCBP1	Oligo_Mobp
PCBP4	Oligo_Mobp
PCLO	Oligo_Mobp
PCSK1N	Oligo_Mobp
PCYOX1	Oligo_Mobp
PDCD4	Oligo_Mobp
PDCD5	Oligo_Mobp
PEG3	Oligo_Mobp
PFDN5	Oligo_Mobp
PGBD5	Oligo_Mobp
PGLS	Oligo_Mobp
PGRMC2	Oligo_Mobp
PHACTR1	Oligo_Mobp
PHGDH	Oligo_Mobp
PIGA	Oligo_Mobp
PIGG	Oligo_Mobp
PIGS	Oligo_Mobp
PIGT	Oligo_Mobp
PIN4	Oligo_Mobp
PIP4P1	Oligo_Mobp
PIP5K1A	Oligo_Mobp
PITPNC1	Oligo_Mobp
PJA1	Oligo_Mobp
PJA2	Oligo_Mobp
PKM	Oligo_Mobp
PLAG1	Oligo_Mobp
PLAT	Oligo_Mobp
PLEKHB2	Oligo_Mobp
PLLP	Oligo_Mobp
PLPP3	Oligo_Mobp
PLPP7	Oligo_Mobp
PNRC1	Oligo_Mobp
POLR1D	Oligo_Mobp
POLR2C	Oligo_Mobp
POLR2E	Oligo_Mobp
POLR2I	Oligo_Mobp
POLR2K	Oligo_Mobp
POP5	Oligo_Mobp
POR	Oligo_Mobp
PPA2	Oligo_Mobp
PPM1D	Oligo_Mobp
PPM1K	Oligo_Mobp
PPME1	Oligo_Mobp
PPP1R14A	Oligo_Mobp
PPP1R2	Oligo_Mobp
PPP1R2B	Oligo_Mobp
PPP1R35	Oligo_Mobp
PPP2R1A	Oligo_Mobp
PPP2R5E	Oligo_Mobp
PPP4R4	Oligo_Mobp
PRDX1	Oligo_Mobp
PRDX6	Oligo_Mobp
PRKAA2	Oligo_Mobp
PRKCB	Oligo_Mobp
PRMT1	Oligo_Mobp
PRRG2	Oligo_Mobp
PSEN2	Oligo_Mobp
PSMA3	Oligo_Mobp
PSMB3	Oligo_Mobp
PSMB6	Oligo_Mobp
PSMC2	Oligo_Mobp
PSMC3	Oligo_Mobp
PSMD3	Oligo_Mobp
PSMD8	Oligo_Mobp
PTGES3	Oligo_Mobp
PTOV1	Oligo_Mobp
PTPN12	Oligo_Mobp
PTPRF	Oligo_Mobp
PTPRK	Oligo_Mobp
PURB	Oligo_Mobp
PXMP4	Oligo_Mobp
RAB1B	Oligo_Mobp
RABAC1	Oligo_Mobp
RACK1	Oligo_Mobp
RALYL	Oligo_Mobp
RANBP2	Oligo_Mobp
RAPGEF1	Oligo_Mobp
RAPGEF5	Oligo_Mobp
RAPGEF6	Oligo_Mobp
RASA2	Oligo_Mobp
RASL11B	Oligo_Mobp
RBM5	Oligo_Mobp
REPS2	Oligo_Mobp
RER1	Oligo_Mobp
RETREG2	Oligo_Mobp
RHEB	Oligo_Mobp
RIC8A	Oligo_Mobp
RIMKLB	Oligo_Mobp
RNF11	Oligo_Mobp
RNF126	Oligo_Mobp
RNF145	Oligo_Mobp
RNF208	Oligo_Mobp
RNMT	Oligo_Mobp
RNPEP	Oligo_Mobp
RNPS1	Oligo_Mobp
RORA	Oligo_Mobp
RPL14	Oligo_Mobp
RPL18A	Oligo_Mobp
RPL23	Oligo_Mobp
RPL24	Oligo_Mobp
RPL27A	Oligo_Mobp
RPL28	Oligo_Mobp
RPL30	Oligo_Mobp
RPL36A	Oligo_Mobp
RPL37A	Oligo_Mobp
RPL38	Oligo_Mobp
RPL39	Oligo_Mobp
RPL4	Oligo_Mobp
HTD2	Oligo_Mobp
RPS11	Oligo_Mobp
RPS15	Oligo_Mobp
RPS16	Oligo_Mobp
RPS2	Oligo_Mobp
RPS24	Oligo_Mobp
RPS25	Oligo_Mobp
RPS26	Oligo_Mobp
RPS28	Oligo_Mobp
RPS29	Oligo_Mobp
RPS3	Oligo_Mobp
RPS5	Oligo_Mobp
RPS8	Oligo_Mobp
RPS9	Oligo_Mobp
RSBN1	Oligo_Mobp
RTN3	Oligo_Mobp
RUNDC3B	Oligo_Mobp
RUVBL1	Oligo_Mobp
RYBP	Oligo_Mobp
SC5D	Oligo_Mobp
SCOC	Oligo_Mobp
SDF2	Oligo_Mobp
SDHAF1	Oligo_Mobp
SELENOW	Oligo_Mobp
SERINC3	Oligo_Mobp
SERPINH1	Oligo_Mobp
SESN3	Oligo_Mobp
SESTD1	Oligo_Mobp
SETSIP	Oligo_Mobp
SF3B1	Oligo_Mobp
SF3B5	Oligo_Mobp
SH3BGRL3	Oligo_Mobp
SH3GL2	Oligo_Mobp
SIK2	Oligo_Mobp
SLC22A17	Oligo_Mobp
SLC23A2	Oligo_Mobp
SLC25A11	Oligo_Mobp
SLC25A25	Oligo_Mobp
SLC25A3	Oligo_Mobp
SLC25A39	Oligo_Mobp
SLC25A44	Oligo_Mobp
SLC39A3	Oligo_Mobp
SLC3A2	Oligo_Mobp
SLC41A1	Oligo_Mobp
SLC8A1	Oligo_Mobp
SLF1	Oligo_Mobp
SMDT1	Oligo_Mobp
SMIM10L1	Oligo_Mobp
SMIM14	Oligo_Mobp
SMIM7	Oligo_Mobp
SNAP91	Oligo_Mobp
SNF8	Oligo_Mobp
SNTA1	Oligo_Mobp
SNU13	Oligo_Mobp
SNX17	Oligo_Mobp
SOD2	Oligo_Mobp
SON	Oligo_Mobp
SOX12	Oligo_Mobp
SPATS2L	Oligo_Mobp
SPCS1	Oligo_Mobp
SPTAN1	Oligo_Mobp
SSB	Oligo_Mobp
SSBP2	Oligo_Mobp
SSR3	Oligo_Mobp
ST3GAL1	Oligo_Mobp
ST3GAL4	Oligo_Mobp
ST6GALNAC3	Oligo_Mobp
STIM2	Oligo_Mobp
STMN4	Oligo_Mobp
STUB1	Oligo_Mobp
STXBP5L	Oligo_Mobp
STXBP6	Oligo_Mobp
SUCLG1	Oligo_Mobp
SUDS3	Oligo_Mobp
SYT11	Oligo_Mobp
SYVN1	Oligo_Mobp
TAB3	Oligo_Mobp
TATDN2	Oligo_Mobp
TECR	Oligo_Mobp
TEX261	Oligo_Mobp
TEX264	Oligo_Mobp
TGOLN2	Oligo_Mobp
THOC7	Oligo_Mobp
THYN1	Oligo_Mobp
TIMP2	Oligo_Mobp
TKT	Oligo_Mobp
TLN1	Oligo_Mobp
TM9SF2	Oligo_Mobp
TMED3	Oligo_Mobp
TMEM106B	Oligo_Mobp
TMEM109	Oligo_Mobp
TMEM135	Oligo_Mobp
TMEM14C	Oligo_Mobp
TMEM18	Oligo_Mobp
TMEM181	Oligo_Mobp
TMEM184C	Oligo_Mobp
TMEM222	Oligo_Mobp
TMEM263	Oligo_Mobp
TMEM30A	Oligo_Mobp
TMEM50A	Oligo_Mobp
TMEM59	Oligo_Mobp
TMTC2	Oligo_Mobp
TMUB2	Oligo_Mobp
TOE1	Oligo_Mobp
TOMM34	Oligo_Mobp
TOP2B	Oligo_Mobp
TPM3	Oligo_Mobp
TPST2	Oligo_Mobp
TRIM32	Oligo_Mobp
TP53RK	Oligo_Mobp
TRRAP	Oligo_Mobp
TSN	Oligo_Mobp
TSPAN2	Oligo_Mobp
TST	Oligo_Mobp
TTC19	Oligo_Mobp
TTL	Oligo_Mobp
TTYH1	Oligo_Mobp
TVP23A	Oligo_Mobp
TXNDC15	Oligo_Mobp
TXNL1	Oligo_Mobp
UBA52	Oligo_Mobp
UBAC1	Oligo_Mobp
UBE2Q1	Oligo_Mobp
UBE3A	Oligo_Mobp
UFM1	Oligo_Mobp
UHMK1	Oligo_Mobp
UHRF1BP1L	Oligo_Mobp
UQCRC1	Oligo_Mobp
UQCRC2	Oligo_Mobp
UQCRFS1	Oligo_Mobp
USP46	Oligo_Mobp
UTP18	Oligo_Mobp
UXS1	Oligo_Mobp
VDAC2	Oligo_Mobp
VEGFA	Oligo_Mobp
VEGFB	Oligo_Mobp
VPS18	Oligo_Mobp
VTI1A	Oligo_Mobp
WDR18	Oligo_Mobp
WDR35	Oligo_Mobp
WDR83	Oligo_Mobp
WNK3	Oligo_Mobp
WWC2	Oligo_Mobp
XBP1	Oligo_Mobp
YAF2	Oligo_Mobp
YBX3	Oligo_Mobp
YEATS4	Oligo_Mobp
YWHAZ	Oligo_Mobp
ZBTB4	Oligo_Mobp
ZBTB45	Oligo_Mobp
ZC3H15	Oligo_Mobp
ZCCHC14	Oligo_Mobp
ZCCHC7	Oligo_Mobp
ZCRB1	Oligo_Mobp
ZDHHC13	Oligo_Mobp
ZDHHC21	Oligo_Mobp
ZFP30	Oligo_Mobp
ZNF329	Oligo_Mobp
ZNF354A	Oligo_Mobp
ZNF382	Oligo_Mobp
ZNF804B	Oligo_Mobp
ZFPM2	Oligo_Mobp
ZFYVE27	Oligo_Mobp
ZMAT2	Oligo_Mobp
ZMIZ2	Oligo_Mobp
ZMYND8	Oligo_Mobp
ZUP1	Oligo_Mobp
ACSL3	Exc_L4_Ntng1
AK5	Exc_L4_Ntng1
ASTE1	Exc_L4_Ntng1
ATP6AP2	Exc_L4_Ntng1
ATP6V0C	Exc_L4_Ntng1
ATXN7L3B	Exc_L4_Ntng1
BRD9	Exc_L4_Ntng1
CACNA1C	Exc_L4_Ntng1
CDH9	Exc_L4_Ntng1
CLSTN2	Exc_L4_Ntng1
CNTN4	Exc_L4_Ntng1
COL6A1	Exc_L4_Ntng1
COX6C	Exc_L4_Ntng1
COX7A2	Exc_L4_Ntng1
COX8A	Exc_L4_Ntng1
CTNNA3	Exc_L4_Ntng1
EMC7	Exc_L4_Ntng1
EPHA10	Exc_L4_Ntng1
EPHA6	Exc_L4_Ntng1
FGFR2	Exc_L4_Ntng1
FOXP2	Exc_L4_Ntng1
FXYD6	Exc_L4_Ntng1
GNAS	Exc_L4_Ntng1
GRM3	Exc_L4_Ntng1
GTF2H5	Exc_L4_Ntng1
HOMER1	Exc_L4_Ntng1
HSP90AA1	Exc_L4_Ntng1
KANSL1L	Exc_L4_Ntng1
KCNAB1	Exc_L4_Ntng1
KCNH1	Exc_L4_Ntng1
KCNK1	Exc_L4_Ntng1
KCTD16	Exc_L4_Ntng1
LRRC4C	Exc_L4_Ntng1
LUZP2	Exc_L4_Ntng1
LYPD1	Exc_L4_Ntng1
LYST	Exc_L4_Ntng1
MAST4	Exc_L4_Ntng1
MGAT4C	Exc_L4_Ntng1
MRFAP1	Exc_L4_Ntng1
MRFAP1L1	Exc_L4_Ntng1
NCKAP5	Exc_L4_Ntng1
NCL	Exc_L4_Ntng1
NDUFA8	Exc_L4_Ntng1
NDUFAB1	Exc_L4_Ntng1
NDUFS5	Exc_L4_Ntng1
NEFL	Exc_L4_Ntng1
NELL1	Exc_L4_Ntng1
OLFM1	Exc_L4_Ntng1
PARK7	Exc_L4_Ntng1
PBX3	Exc_L4_Ntng1
PCDH9	Exc_L4_Ntng1
PISD	Exc_L4_Ntng1
PRKG1	Exc_L4_Ntng1
PSMB6	Exc_L4_Ntng1
PTN	Exc_L4_Ntng1
PTPRE	Exc_L4_Ntng1
PTPRK	Exc_L4_Ntng1
PTPRN	Exc_L4_Ntng1
PTPRZ1	Exc_L4_Ntng1
RAB3A	Exc_L4_Ntng1
RASGEF1B	Exc_L4_Ntng1
RBM24	Exc_L4_Ntng1
RGS11	Exc_L4_Ntng1
RPL34	Exc_L4_Ntng1
RPS24	Exc_L4_Ntng1
RPS9	Exc_L4_Ntng1
SERINC1	Exc_L4_Ntng1
SHISA9	Exc_L4_Ntng1
SLC1A2	Exc_L4_Ntng1
